"","Trade.Name","City","Reviews","Number_of_Reviews"
"15160","SUBTLE TEA","CALVERTON",0,0
"15161","SUBURBIA MEATS","MERRICK",4.6,14
"15162","SUBWAY DELI","BROOKLYN",0,0
"15163","SUBZI BAZAAR NY","NANUET",4.2,155
"15164","SUBZI MANDI","RICHMOND HILL",3.4,18
"15165","SUCHANA SUPERDISCOUNT S","BROOKLYN",0,0
"15166","SUCHILOVER@SHOPRITE","CARMEL",4.1,413
"15167","SUES GROCERY","STATEN ISLAND",0,0
"15168","SUFFERN FOOD MART","SUFFERN",5,NA
"15169","SUGANDHA GROCERY & HALA","BUFFALO",0,0
"15170","SUGAR BY PATA","ELMHURST",0,0
"15171","SUGAR CREEK FOODS","PENN YAN",4.8,21
"15172","SUGAR DELI FOOD CENTER","NEW YORK",4.4,68
"15173","SUGAR HILL CANDY","NEW YORK",0,0
"15174","SUGAR HILL GOURMET DELI","NEW YORK",4.2,63
"15175","SUGAR HILL TRADING POST","BEAVER DAMS",0,0
"15176","SUGAR HOUSE CREAMERY","UPPER JAY",4.7,13
"15177","SUGAR OWL DESSERTS","POUGHKEEPSIE",0,0
"15178","SUGAR SUGAR","QUOGUE",5,NA
"15179","SUGARBOY BAKERY","BRONX",4.3,241
"15180","SUHAIL DELI&GROCERY","NEW YORK",3,4
"15181","SUKI BUSINESS","GANSEVOORT",0,0
"15182","SULAI MINI MART","NEW YORK",0,0
"15183","SULAIMAN CONVENIENCE","BRONX",0,0
"15184","SULLIVAN COUNTY FOOD MA","LIBERTY",0,0
"15185","SULLIVAN COUNTY QUALITY","MONTICELLO",0,0
"15186","SULLIVANS STORE","OLMSTEDVILLE",3.7,3
"15187","SULTAN HALAL MEAT MARKE","BROOKLYN",4.4,26
"15188","SUMAIYA GROCERY","JAMAICA",0,0
"15189","SUN & MOON DELI","NEW YORK",4.5,2
"15190","SUN DELI GROCERY","ASTORIA",3,2
"15191","SUN EXPRESS MART","BUFFALO",5,NA
"15192","SUN FISH MARKET","BROOKLYN",4.1,54
"15193","SUN FOOD MART","CUTCHOGUE",0,0
"15194","SUN HING LUNG","NEW YORK",4.4,76
"15195","SUNAC","NEW YORK",4.4,776
"15196","SUNAC NATURAL","NEW YORK",4.4,776
"15197","SUNBURST SUPERFOODS","THORNWOOD",0,0
"15198","SUNDAE PALACE","NEW HYDE PARK",4.8,37
"15199","SUNDIAL HRBS&HBT FDS","UNIONDALE",0,0
"15200","SUNFISH MARKET","ROCHESTER",4.1,266
"15201","SUNFLOWER FOOD MARKET","BROOKLYN",2.7,14
"15202","SUNFLOWER GROCERY","BROOKLYN",0,0
"15203","SUNFLOWER NATURAL FOODS","WOODSTOCK",4.3,60
"15204","SUNFROST","WOODSTOCK",4.4,163
"15205","SUNLIFE HEALTH FOOD","BRONX",4.5,13
"15206","SUNNY DAYS NY MARKETPLA","ITHACA",4.6,35
"15207","SUNNY DELI","BROOKLYN",0,0
"15208","SUNNY FARM NY","COMMACK",4.8,13
"15209","SUNNY FISH MARKET","BRONX",4.3,469
"15210","SUNNY FOOD MART","MECHANICVILLE",5,2
"15211","SUNNY FRUIT MARKET","BRONX",5,2
"15212","SUNNY HAPPY LANDING","INTERLAKEN",0,0
"15213","SUNNY MART","ALBANY",3.8,28
"15214","SUNNY MORING STAR GROCE","STATEN ISLAND",0,0
"15215","SUNNY SKY PRODUCTS","BUFFALO",0,0
"15216","SUNNY STAR GROCERY","BROOKLYN",0,0
"15217","SUNNY TRIANGLE","BROOKLYN",5,NA
"15218","SUNNYCREST ORCHARDS","SHARON SPRINGS",4.8,16
"15219","SUNNYDALE OF BROOKLYN","BROOKLYN",4.6,5
"15220","SUNNYDALE OF NEW YORK","BROOKLYN",4.6,5
"15221","SUNNYS DISCOUNT STORE #","HUNTINGTON STATION",0,0
"15222","SUNNYSIDE FOOD MARKET","SUNNYSIDE",4.5,4
"15223","SUNNYSIDE MARKET","MONROE",5,2
"15224","SUNNYSIDE MINIMART","SUNNYSIDE",0,0
"15225","SUNNYSIDE SUPER DELI","WOODSIDE",0,0
"15226","SUNOCO","NEWBURGH",0,0
"15227","SUNOCO # 40429H","ALBANY",3.6,5
"15228","SUNOCO #40174H","CALEDONIA",0,0
"15229","SUNOCO #40179H","FAIRPORT",0,0
"15230","SUNOCO #40184H","SYRACUSE",0,0
"15231","SUNOCO #40187H","LIVERPOOL",0,0
"15232","SUNOCO #40196H","ALBANY",3.6,5
"15233","SUNOCO #40198H","SYRACUSE",0,0
"15234","SUNOCO #40212H","BALDWINSVILLE",2.5,2
"15235","SUNOCO #7457","WATKINS GLEN",0,0
"15236","SUNOCO #7471","ELMIRA",0,0
"15237","SUNOCO #7729","LATHAM",0,0
"15238","SUNOCO A PLUS","MOUNT SINAI",4.7,3
"15239","SUNOCO A PLUS #9070","CLIFTON SPRINGS",0,0
"15240","SUNOCO A PLUS #9144","CLARENCE",0,0
"15241","SUNOCO A PLUS 9142","PHELPS",0,0
"15242","SUNOCO A-PLUS","PORT JEFFERSON STA",0,0
"15243","SUNOCO A-PLUS MINI MART","WASHINGTONVILLE",2.8,5
"15244","SUNOCO APLUS","HOLBROOK",2.3,4
"15245","SUNOCO APLUS MINI MRKT","NEW PALTZ",3.8,5
"15246","SUNOCO APLUS MINIMART","SYRACUSE",0,0
"15247","SUNOCO COPAKE","COPAKE",1.6,5
"15248","SUNOCO EXPRESS","GRAND ISLAND",0,0
"15249","SUNOCO FOOD MART","HICKSVILLE",0,0
"15250","SUNOCO GAS MART","NEW HYDE PARK",0,0
"15251","SUNOCO GAS STATION","GERMANTOWN",0,0
"15252","SUNOCO MART","RONKONKOMA",4.3,75
"15253","SUNOCO SUPER MART","BUFFALO",0,0
"15254","SUNOCO#40090H","CARMEL",0,0
"15255","SUNRISE CONVENIENCE","SYRACUSE",2.5,2
"15256","SUNRISE DELI","NEW YORK",0,0
"15257","SUNRISE DELI & GROCERY","BRONX",4.1,23
"15258","SUNRISE DELI&GROCERY","BROOKLYN",0,0
"15259","SUNRISE FOOD MARKET","BUFFALO",0,0
"15260","SUNRISE GAS","OAKDALE",0,0
"15261","SUNRISE GOURMET DELI","STATEN ISLAND",4.6,11
"15262","SUNRISE GROCERY","BROOKLYN",4.4,16
"15263","SUNRISE MARKETPLACE","NEW YORK",4.3,49
"15264","SUNRISE MART","NEW YORK",0,0
"15265","SUNRISE MART SOHO","NEW YORK",4.4,569
"15266","SUNRISE MINI MART II","BUFFALO",0,0
"15267","SUNRISE SUPERMARKET","BROOKLYN",0,0
"15268","SUNSET BAY DELI","IRVING",0,0
"15269","SUNSET FOOD","NEW YORK",0,0
"15270","SUNSET MINI MARKET 02/2","MOUNT VERNON",0,0
"15271","SUNSET MINI MART","LOCKPORT",4.1,9
"15272","SUNSET MINI MEAT MARKET","BROOKLYN",4.8,12
"15273","SUNSHINE CONVENIENCE","BROOKLYN",4,2
"15274","SUNSHINE DELI","SHIRLEY",4,95
"15275","SUNSHINE DELI GROCERY","JAMAICA",4.2,37
"15276","SUNSHINE DELI&GROCERY","BROOKLYN",0,0
"15277","SUNSHINE FISH MARKET 07","BRONX",4,4
"15278","SUNSHINE FOOD MARKET","NEW YORK",4,NA
"15279","SUNSHINE GROCERY","JAMAICA",4.1,206
"15280","SUNSHINE GROCERY STORE,","ELMHURST",0,0
"15281","SUNSHINE MARKET","KINGSTON",3.9,58
"15282","SUNSHINE MINI MART","NORTH SYRACUSE",2,NA
"15283","SUNSHINE SUPERMARKET","BRONX",0,0
"15284","SUNWELL FRUIT","BROOKLYN",0,0
"15285","SUPER 77 MARKET","BROOKLYN",0,0
"15286","SUPER 99 CENT & GROCERY","BROOKLYN",0,0
"15287","SUPER ASSOCIATED","NEW YORK",4.2,208
"15288","SUPER BAZAAR","AMHERST",4.3,423
"15289","SUPER BEST DELI","BRONX",4.3,94
"15290","SUPER CARNICERIA CORP","HUNTINGTON STATION",0,0
"15291","SUPER CONVENIENCE","GREAT NECK",5,2
"15292","SUPER CONVENIENCE STORE","WHITESTONE",5,NA
"15293","SUPER D","FREEPORT",0,0
"15294","SUPER DAIRY MILL","OZONE PARK",4.2,87
"15295","SUPER DELI","FLUSHING",2.9,27
"15296","SUPER DELI & MINI MART","BRONX",0,0
"15297","SUPER DELI 617","YONKERS",4.4,12
"15298","SUPER DELI MARKET","NEW YORK",0,0
"15299","SUPER DELI SAN DIEGO","CORONA",0,0
"15300","SUPER ECONOMIC 1 WAY","BROOKLYN",0,0
"15301","SUPER FAMOUS DELI","BROOKLYN",3.9,110
"15302","SUPER FAST DELI & GROCE","NEWBURGH",0,0
"15303","SUPER FI EMPORIUM","NEW YORK",4.3,324
"15304","SUPER FOODTOWN","BRONX",4.1,897
"15305","SUPER FRESH","STATEN ISLAND",0,0
"15306","SUPER FRESH SUPERMARKET","BROOKLYN",0,0
"15307","SUPER HALAL MEAT","BROOKLYN",4.5,10
"15308","SUPER HK MAIN STREET","FLUSHING",3.9,502
"15309","SUPER JORDAN","SYOSSET",4.6,28
"15310","SUPER LUCKY DELI & GROC","FREEPORT",4.4,74
"15311","SUPER LUCKY EXPRESS","CORTLAND",0,0
"15312","SUPER LYELL MINI MART","ROCHESTER",5,2
"15313","SUPER M 1","JACKSON HEIGHTS",0,0
"15314","SUPER MART 3","CANAAN",0,0
"15315","SUPER MART 8","FULTONVILLE",0,0
"15316","SUPER MART NR","NEW ROCHELLE",0,0
"15317","SUPER MEAT MARKET","BAY SHORE",4.5,8
"15318","SUPER NICE DELI","BROOKLYN",4.2,12
"15319","SUPER PLUS MARKET","UTICA",4,5
"15320","SUPER PRICE CHOPPER MEA","BUFFALO",4.2,349
"15321","SUPER PUMPER D","BEACON",0,0
"15322","SUPER QUICK DELI MART","MIDDLETOWN",0,0
"15323","SUPER SAVER MINI MART","BUFFALO",3.8,13
"15324","SUPER SAVING","BROOKLYN",0,0
"15325","SUPER SHOP FOOD STORE","GARNERVILLE",5,2
"15326","SUPER SPRING GROCERY","QUEENS VILLAGE",0,0
"15327","SUPER STAR","ROCHESTER",0,0
"15328","SUPER STAR DELI & TOBAC","BROOKLYN",3.3,6
"15329","SUPER STAR FARM","JACKSON HEIGHTS",3.4,5
"15330","SUPER STAR GROCERY","ROCHESTER",0,0
"15331","SUPER STOP & SHOP # 541","CARLE PLACE",4.1,396
"15332","SUPER STOP & SHOP #2552","W HEMPSTEAD",4.2,548
"15333","SUPER STOP & SHOP #516","HUNTINGTON",4,454
"15334","SUPER STOP GAS & FOOD","BUFFALO",4,NA
"15335","SUPER STOP&SHOP #2512","STATEN ISLAND",4.2,525
"15336","SUPER STOP&SHOP #2513","STATEN ISLAND",3.8,365
"15337","SUPER STOP&SHOP #551","BAYSHORE",0,0
"15338","SUPER STOP&SHOP #590","RIVERHEAD",4,504
"15339","SUPER STOP&SHOP 566","ARVERNE",4.2,NA
"15340","SUPER STOP&SHOP 596","NEW CITY",0,0
"15341","SUPER VALUE MEAT MARKET","NEW YORK",4.4,5
"15342","SUPER104","ROCHESTER",0,0
"15343","SUPERDEAL","ROSEDALE",4,205
"15344","SUPERDURO SUPERMARKET","NEW YORK",4.3,32
"15345","SUPERFINE INDIAN TIFFIN","JAMAICA",0,0
"15346","SUPERIOR DELI","LONG ISLAND CITY",4.5,115
"15347","SUPERIOR DELI & GRILL","CORONA",4.8,63
"15348","SUPERIOR FOOD KING","BUFFALO",4.8,5
"15349","SUPERIOR GOURMET MARKET","NEW YORK",4.5,32
"15350","SUPERIOR LATENIGHT DELI","BROOKLYN",4.8,41
"15351","SUPERIOR MARKETS","BROOKLYN",0,0
"15352","SUPERIOR PRODUCTS MKT","BRONX",0,0
"15353","SUPERMARKET","BUFFALO",0,0
"15354","SUPERNUTS","BROOKLYN",4.7,21
"15355","SUPERSTAR 1 DELI AND &","BRONX",0,0
"15356","SUPERSTAR BEVERAGE","HUNTINGTON STATION",4.8,88
"15357","SUPERSTAR DISCT BEV CTR","MELVILLE",0,0
"15358","SUPPLEMENT KINGS","DEER PARK",5,22
"15359","SUPREME CHICKEN MARKET","NEW YORK",0,0
"15360","SUPREME FOODS","COLLEGE POINT",3.4,19
"15361","SUPREME GOURMET GROCERY","QUEENS VILLAGE",4.8,12
"15362","SUPREME HEALTH FOOD","BROOKLYN",0,0
"15363","SUPREME HEALTH FOOD CTR","MONSEY",4.8,9
"15364","SURBHI ENTERPRISE","MIDDLE VILLAGE",4.3,335
"15365","SURE DELI GROCERY","BROOKLYN",0,0
"15366","SURPRENANTS BERRY FARM","MOOERS",0,0
"15367","SUSANAS MEXICAN PRDCTS","JACKSON HEIGHTS",4.6,34
"15368","SUSANS GREEN GREEN MARK","BRONX",5,7
"15369","SUSHI 88","BROOKLYN",0,0
"15370","SUSHI A LA CARTE","MONSEY",0,0
"15371","SUSHI AT GOURMET GARAGE","NEW YORK",0,0
"15372","SUSHI BENTO @ KEY FOOD","PLEASANTVILLE",3.4,118
"15373","SUSHI BENTO NY","BRONX",0,0
"15374","SUSHI BY JAY","RHINEBECK",4.4,109
"15375","SUSHI BY JAY @ STOP&SHO","MOUNT KISCO",4.4,128
"15376","SUSHI BY JAY @STOP&SHOP","HUNTINGTON",0,0
"15377","SUSHI BY JAY @TOPS","NEW PALTZ",4.3,212
"15378","SUSHI BY JAY AT STP&SHP","MEDFORD",4.2,323
"15379","SUSHI BY JAY CONCESSION","PORT WASHINGTON",0,0
"15380","SUSHI BY JAY STOP& SHOP","WOODBURY",4.2,343
"15381","SUSHI BY JAY STOP&SHOP","FLUSHING",4.1,NA
"15382","SUSHI BY JAY-STOP&SHOP","WEST HEMPSTEAD",4.2,548
"15383","SUSHI BY JAY@STOP&SHOP","LEVITTOWN",4.1,406
"15384","SUSHI BY JAY@WEIS","BINGHAMTON",0,0
"15385","SUSHI BY PESCATORE","NEW YORK",4.6,9
"15386","SUSHI IN GARDEN OF EDEN","NEW YORK",0,0
"15387","SUSHI MARU @BALDUCCI'S","PORT CHESTER",0,0
"15388","SUSHI MARU EXPRESS","NEW YORK",5,NA
"15389","SUSHI MARU EXPRESS (IN","SCARSDALE",5,NA
"15390","SUSHI MARU@BALDUCCIS","SCARSDALE",4.2,155
"15391","SUSHI NARA EXPRESS","NEW YORK",4.3,309
"15392","SUSHI STAND MASSAPEQUA","MASSAPEQUA",4.5,303
"15393","SUSHI W/GUSTO @ P&C","ITHACA",0,0
"15394","SUSHI WITH GUSTO","ORCHARD PARK",0,0
"15395","SUSHI WITH GUSTO #522","ITHACA",4.8,8
"15396","SUSHIBLEU","MONSEY",5,4
"15397","SUSHIC EAST (SHOPRITE #","NISKAYUNA",4.2,NA
"15398","SUSHIC EAST SHOPRITE","STATEN ISLAND",0,0
"15399","SUSHILOVER","BRONX",0,0
"15400","SUSHILOVER @ SHOP RITE","CROTON ON HUDSON",4.3,711
"15401","SUSHILOVER @ SHOPRITE","WARWICK",4.4,969
"15402","SUSTAINABLE VITICULTURE","HECTOR",0,0
"15403","SUSY GROCERY","BROOKLYN",5,4
"15404","SUTPHIN 121 DELI & GROC","JAMAICA",4.1,16
"15405","SUTPHIN CROWN CONVENIEN","JAMAICA",0,0
"15406","SUTTER FOOD & GROCERY","BROOKLYN",4.5,2
"15407","SUTTER MINIMART","OZONE PARK",5,9
"15408","SWAILEM GOLDEN DELI","BROOKLYN",0,0
"15409","SWAMIBAPA FOOD","PORT JERVIS",0,0
"15410","SWAN LAKE COUNTRY STORE","SWAN LAKE",4.5,71
"15411","SWAN LAKE SUPERMARKET","SWAN LAKE",0,0
"15412","SWAN STREET FOODS","BUFFALO",0,0
"15413","SWEDISH HILL WINERY","LAKE PLACID",3.9,18
"15414","SWEENEYS MARKET","APALACHIN",4.5,218
"15415","SWEET ADELES","BAYSIDE",4.4,14
"15416","SWEET ASIAN MARKET","ALBANY",4,11
"15417","SWEET BLESSINGS","SHORTSVILLE",4.9,27
"15418","SWEET BRONX DELI GOURME","BRONX",4.4,5
"15419","SWEET CANDY","NEW YORK",0,0
"15420","SWEET CANDY GROCERY","CORONA",0,0
"15421","SWEET CHELSEA GROCERY","BROOKLYN",0,0
"15422","SWEET CORNER DELI AND G","MASPETH",5,2
"15423","SWEET CORNER GROCERY","JAMAICA",0,0
"15424","SWEET DELI & GROCERY","BRONX",0,0
"15425","SWEET DOUGH","BROOKLYN",4.6,NA
"15426","SWEET EXPRESSIONS","CANANDAIGUA",4.8,49
"15427","SWEET GOURMET","SAYVILLE",5,2
"15428","SWEET HOME AFRICAN MKT","BRONX",4.4,38
"15429","SWEET INDULGENCES","GREENPORT",4.3,15
"15430","SWEET ISLAND","BROOKLYN",5,NA
"15431","SWEET JENNYS","BUFFALO",4.7,399
"15432","SWEET LIFE BAKESHOP","STATEN ISLAND",4.7,62
"15433","SWEET NOVA","BROOKLYN",5,NA
"15434","SWEET OLIVE","NEW YORK",2.4,21
"15435","SWEET ON CHOCOLATE","SYRACUSE",4.9,32
"15436","SWEET PEA","HEWLETT",4.1,30
"15437","SWEET RAINBOW&NUTS","MOUNT VERNON",0,0
"15438","SWEET SOIREES NY","WESTBURY",0,0
"15439","SWEET SOUL BAKERY","CALVERTON",0,0
"15440","SWEET SPOT SHOPPE THE","PLAINVIEW",4.7,6
"15441","SWEET SUGA MAMA'S 05/15","NEW YORK",3.6,8
"15442","SWEET TREATZ","SEA CLIFF",0,0
"15443","SWEET-NES ENTERPRISE","BROOKLYN",4.4,10
"15444","SWEETER CREATIONS SUGAR","WADDINGTON",4.5,16
"15445","SWEETHEARTH BAKESHOP","EASTCHESTER",4.5,167
"15446","SWEETIE PIES","COLD SPRING HARBOR",4.7,124
"15447","SWEETIES CANDY COTTAGE","HUNTINGTON",4.6,45
"15448","SWEETLY","ALBANY",3.9,97
"15449","SY CUISINE CATERING","BROOKLYN",4.9,9
"15450","SY ORGANIC FARM","BROOKLYN",5,NA
"15451","SYANA FISH MARKET","BRONX",3.8,15
"15452","SYANA PRODUCE","BRONX",0,0
"15453","SYCAMORE HALAL MEAT & F","BUFFALO",4.2,37
"15454","SYEDS STORES","BROOKLYN",0,0
"15455","SYJ TRADING","BROOKLYN",5,2
"15456","SYLVAN BEACH DELI-MART","SYLVAN",0,0
"15457","SYLVESTER & CO","SAG HARBOR",4.1,18
"15458","SYLVESTROS DELI","STATEN ISLAND",4.2,25
"15459","SYLVIAS DELI & GROCERY","BRONX",5,NA
"15460","SYM SMOKE SHOP & GRCY","BRONX",0,0
"15461","SYOSSET BEVERAGE","SYOSSET",4.7,108
"15462","SYOSSET DRIVE THRU","SYOSSET",0,0
"15463","SYRACUSE MARKET","SYRACUSE",0,0
"15464","SYRACUSE REAL FOOD COOP","SYRACUSE",4.7,97
"15465","SYRACUSE UPSTATE MARKET","SYRACUSE",3.7,38
"15466","SYRENA GROCERY","MASPETH",4.1,75
"15467","SYRENAS BREAD BOX&ESPRE","MIDDLE VILLAGE",4.9,16
"15468","SYUKAKU WESTSIDE SPRMKT","NEW YORK",0,0
"15469","T & A CANDY & GROCERY","BRONX",0,0
"15470","T & A DELI & GROCERY NY","BRONX",0,0
"15471","T & BS GROCERY AND REST","WEST HAVERSTRAW",5,3
"15472","T & C GROCERY","FLUSHING",5,NA
"15473","T & F 1345","BUFFALO",0,0
"15474","T & S DELI GROCERY","BRONX",0,0
"15475","T & T ASIAN GROCERY","BUFFALO",4.2,69
"15476","T & T TOBACCO & GROCERY","BROOKLYN",4.7,3
"15477","T & Y CONVENIENCE STORE","BROOKLYN",0,0
"15478","T A G DELI AND GROCERY","BROOKLYN",4.1,17
"15479","T AND J DELI GROCERY","BROOKLYN",0,0
"15480","T CONVENIENCE","BRONX",0,0
"15481","T GRANA&SON","NIAGARA FALLS",5,4
"15482","T MINI MART","ROCHESTER",5,NA
"15483","T&A ORGANIC GOURMET DEL","BROOKLYN",5,4
"15484","T&A TREMONT DELI","BRONX",0,0
"15485","T&E EXPRESS DELI","STATEN ISLAND",5,3
"15486","T&F UNITED","FLUSHING",0,0
"15487","T&G FINEST DELI&GROCERY","BRONX",4.6,22
"15488","T&J FRUITS&VEGETABLES","HERKIMER",4.5,8
"15489","T&R CORNER STORE","WILSON",4.7,12
"15490","T&T FISH AND GROCERY","SOUTH OZONE PARK",4.3,11
"15491","T&T MINI MART","MAHOPAC",0,0
"15492","T2","GARDEN CITY",3.5,6
"15493","T2 TEA","BROOKLYN",4.5,39
"15494","T2 US","NEW YORK",4.6,97
"15495","TA-GA SOKE","BLOSSVALE",4.1,130
"15496","TAAM EDEN BAKERY","BROOKLYN",4.9,275
"15497","TACO GRANDE","BRONX",4.3,40
"15498","TACOS EL PAISANO","BROOKLYN",3.3,13
"15499","TACOS EXPRESS& DELI","HIGHLAND MILLS",4.5,109
"15500","TACOS-VIP","BRONX",4.2,87
"15501","TAFT DELI","NEW YORK",4.3,3
"15502","TAG BEVERAGE 02/22/17","HOLBROOK",4.1,14
"15503","TAINO SUNRISE","NEW YORK",0,0
"15504","TAINTED TREATS","LONG ISLAND CITY",5,NA
"15505","TAIZ MINI MARKET","MOUNT VERNON",0,0
"15506","TAJ DELI GROC AND KENNE","BRONX",4.3,132
"15507","TAJ MAHAL SUPERMARKET","JAMAICA",4.4,78
"15508","TAJUKEN DELI","BROOKLYN",0,0
"15509","TAJUKEN DELI CORP","BROOKLYN",0,0
"15510","TAKATY DELI","SAINT ALBANS",4.2,28
"15511","TAKE & PAY GROCERY DELI","HOLLIS",0,0
"15512","TAKE A BITE DELI&GRCY","BRONX",0,0
"15513","TALK OF THE TOWN","ELMONT",4.7,94
"15514","TAMANNA","CAIRO",0,0
"15515","TAMBO DELI&GROCERY","BRONX",0,0
"15516","TAN A GROCERY STORE","SYRACUSE",4.4,57
"15517","TANG LONG MARKET","BROOKLYN",0,0
"15518","TANGO","ROCHESTER",0,0
"15519","TANIMA MINI MART","EAST SYRACUSE",3,3
"15520","TANTILLOS FARM MARKET","GARDINER",4.6,189
"15521","TAP BEER","BROOKLYN",4.4,284
"15522","TAPPAN MINI MART","TAPPAN",0,0
"15523","TAPPAN ZEE DELI GROCERY","SLEEPY HOLLOW",4,43
"15524","TAQUERIA LA REINA DEL N","MASTIC BEACH",0,0
"15525","TAQUERIA RODRIGUEZ 2","BRONX",4.1,11
"15526","TAQUERIA Y DELI MI PUEB","HAMPTON BAYS",4.6,141
"15527","TARGEE AFRICAN GROCERY","STATEN ISLAND",4.2,18
"15528","TARGET #2451","FLUSHING",3.5,558
"15529","TARGET 1011","WILLIAMSVILLE",4.2,162
"15530","TARGET 1012","NIAGARA FALLS",4.1,488
"15531","TARGET 1013","BUFFALO",4.1,445
"15532","TARGET 1056","VESTAL",4.3,304
"15533","TARGET 1057","ORCHARD PARK",4.2,337
"15534","TARGET 1083","WEST NYACK",3.7,153
"15535","TARGET 1108","COMMACK",4.1,288
"15536","TARGET 1139","WESTBURY",4.1,NA
"15537","TARGET 1147","COPIAGUE",4,462
"15538","TARGET 1148","BAY SHORE",4.1,391
"15539","TARGET 1150","COLLEGE POINT",0,0
"15540","TARGET 1157","ROCHESTER",0,0
"15541","TARGET 1191","S SETAUKET",4.3,511
"15542","TARGET 1194","ROCHESTER",4.2,161
"15543","TARGET 1195","FAIRPORT",4.3,304
"15544","TARGET 1264","LEVITTOWN",4.2,594
"15545","TARGET 1271","SARATOGA SPRINGS",4.2,180
"15546","TARGET 1296","MIDDLETOWN",0,0
"15547","TARGET 1318","KINGSTON",0,0
"15548","TARGET 1387","COMMACK",4.1,288
"15549","TARGET 1401","BROOKLYN",3.9,806
"15550","TARGET 1477","CLIFTON PARK",4.1,360
"15551","TARGET 1492","NEW HARTFORD",4.2,134
"15552","TARGET 1508","ITHACA",4.4,200
"15553","TARGET 1849","BROOKLYN",3.7,NA
"15554","TARGET 1866","EAST FARMINGDALE",4.2,230
"15555","TARGET 1954","MOUNT KISCO",4.1,375
"15556","TARGET 2211","ROCHESTER",0,0
"15557","TARGET 2212","BROOKLYN",4,NA
"15558","TARGET 2380","NEW YORK",0,0
"15559","TARGET CORPORATION","SELDEN",3.6,34
"15560","TARGET STORE #2461","AMSTERDAM",0,0
"15561","TARGET STORE #T-2191","DEPEW",0,0
"15562","TARGET STORE 1796","RENSSELAER",0,0
"15563","TARGET STORE 1808","SPRING VALLEY",0,0
"15564","TARGET STORE T 1358","WHITE PLAINS",3.9,280
"15565","TARGET STORE T 1798","BRONX",4.1,NA
"15566","TARGET STORE T 2382","BATAVIA",0,0
"15567","TARGET STORE T-1818","RIVERHEAD",0,0
"15568","TARGET STORE T-1856","POUGHKEEPSIE",3.9,225
"15569","TARGET STORE T-1885","HICKSVILLE",0,0
"15570","TARGET STORE T-1887","MOUNT VERNON",0,0
"15571","TARGET STORE T-1948","MEDFORD",3.8,464
"15572","TARGET STORE T-2038","WEBSTER",0,0
"15573","TARGET STORE T-2076","NEWBURGH",0,0
"15574","TARGET STORE T-2102","CENTRAL ISLIP",4.1,306
"15575","TARGET STORE T-2158","ELMIRA",0,0
"15576","TARGET STORE T-2459","PLATTSBURGH",3.9,167
"15577","TARGET STORE T-2753","STATEN ISLAND",0,0
"15578","TARGET STORE T-2811","BRONX",4.2,NA
"15579","TARGET STORE T-2844","HUNTINGTON STATION",4.3,432
"15580","TARGET STORE T-2847","SAYVILLE",4.1,476
"15581","TARGET STORE T-3236","FREEPORT",0,0
"15582","TARGET STORE T-3237","ELMONT",0,0
"15583","TARGET STORE T-3243 11/","BROOKLYN",0,0
"15584","TARGET STORE T-3249","NEW YORK",4.1,336
"15585","TARGET STORE T-3284","NEW YORK",3.5,239
"15586","TARGET STORE T2024","MONROE",0,0
"15587","TARGET STORE T2295","CICERO",0,0
"15588","TARGET STORE T2528","ROCHESTER",4.2,161
"15589","TARGET STORE T3259","PORT WASHINGTON",4.3,69
"15590","TARGET STORE T3276","BROOKLYN",0,0
"15591","TARGET STORE T3277","NEW YORK",3.8,488
"15592","TARGET STR #T2253","WATERTOWN",0,0
"15593","TARRY MARKET","PORT CHESTER",4.2,48
"15594","TARRYTOWN AUTOCARE","TARRYTOWN",4.8,32
"15595","TARRYTOWN SNACK MART","TARRYTOWN",0,0
"15596","TASHA DELI","NEW YORK",2.4,23
"15597","TASHFEEN CONVENIENCE","MOUNT VERNON",0,0
"15598","TASHKENT SUPERMARKET","BROOKLYN",4.5,NA
"15599","TASNEEM DELI","BRONX",4.6,147
"15600","TAST NY @ THE LI WELOCO","DIX HILLS",4.5,NA
"15601","TASTE HAVEN","MASSAPEQUA",5,4
"15602","TASTE N TOAST","BROOKLYN",4.7,30
"15603","TASTE NY MRKT @ WNY WEL","GRAND ISLAND",4.5,304
"15604","TASTE NY SOUTHERN TIER","KIRKWOOD",4.6,NA
"15605","TASTE NY STORE FRONT ST","BINGHAMTON",4.3,18
"15606","TASTE OF ISRAEL","BROOKLYN",4.8,55
"15607","TASTE OF RUSSIA","BROOKLYN",4.3,249
"15608","TASTE OF THE CARIBBEAN","HUDSON",5,5
"15609","TASTE THE WORLD","OSWEGO",4.8,13
"15610","TASTEBUDS NATURAL FOOD","STATEN ISLAND",3.7,39
"15611","TASTEWELL BAKERY","SOUTH RICHMOND HIL",4.4,33
"15612","TASTI D LITE","NEW YORK",0,0
"15613","TASTY BAGELS","BROOKLYN",4.5,173
"15614","TASTY DELI SUPERMARKET","BROOKLYN",5,4
"15615","TASTY PASTRY SHOPPE","BROOKLYN",4.7,383
"15616","TASTY SPOT","BROOKLYN",4.5,55
"15617","TATTYS DELI GROCERY","WOODHAVEN",0,0
"15618","TAUBER FISH MARKET","BROOKLYN",0,0
"15619","TAVAREZ DELI GROCERY","BRONX",0,0
"15620","TAVERAS FOOD CENTER","BRONX",4.9,9
"15621","TAVERAS GROCERY","PATCHOGUE",4.4,72
"15622","TAWAKAL GROCERY STORE","ROCHESTER",0,0
