"","Trade.Name","County","Inspection.Grade","Inspection.Date","Owner.Name","Street","City","State.Code","Zip.Code","Deficiency.Number","Deficiency.Description","Location","id"
"17059","XITLALI DELI GROCERY","Kings","A",2018-08-29,"XITLALI DELI GROCERY CORP","105 GRAHAM AVE","BROOKLYN","NY",11206,"","","105 GRAHAM AVE
BROOKLYN, NY 11206
(40.705336, -73.942878)",11689
"17060","XIU MEI TRADING","Kings","A",2018-07-03,"XIU MEI TRADING CORP","807 42ND STREET","BROOKLYN","NY",11232,"","","807 42ND STREET
BROOKLYN, NY 11232
(40.645587, -73.999044)",11299
"17061","XPRESS DELI & GROCERY","Queens","A",2018-07-18,"XPRESS DELI & GROCERY INC","41-20 DITMARS BLVD","ASTORIA","NY",11105,"","","41-20 DITMARS BLVD
ASTORIA, NY 11105
(40.771938, -73.904766)",4901
"17062","XPRESS MARKET","Broome","A",2019-02-28,"WHITNEY POINT XPRESS MARKET INC","2811 NY ROUTE 11","WHITNEY POINT","NY",13862,"","","",2901
"17063","XPRESS MART","Nassau","A",2019-02-28,"SHREENATHJI CORP","761 FOXHURST RD","BALDWIN","NY",11510,"","","761 FOXHURST RD
BALDWIN, NY 11510
(40.649164, -73.61353)",20714
"17064","XTRA MART 10149","Columbia","A",2019-03-12,"DRAKE PETROLEUM CO INC","2224 RT 9 PO BOX 152 #","LIVINGSTON","NY",12541,"","","2224 RT 9 PO BOX 152 #
LIVINGSTON, NY 12541
(42.110416, -73.814432)",23251
"17065","XTRA MART 1414","Saratoga","A",2019-01-24,"DRAKE PETROLEUM CO INC","804 RT 50","BURNT HILLS","NY",12027,"","","804 RT 50
BURNT HILLS, NY 12027
(42.908787, -73.899561)",5158
"17066","XTRA MART 1417","Columbia","A",2019-03-04,"DRAKE PETROLEUM CO INC","601 RT 295 #","OLD CHATHAM","NY",12136,"","","601 RT 295 #
OLD CHATHAM, NY 12136
(42.388235, -73.555429)",25477
"17067","XTRA MART 1459","Albany","A",2018-03-28,"DRAKE PETROLEUM CO INC","616 BROADWAY #","WATERVLIET","NY",12189,"","","616 BROADWAY #
WATERVLIET, NY 12189
(42.707337, -73.712001)",5826
"17068","XTRA MART 1462","Warren","A",2018-03-21,"DRAKE PETROLEUM CO INC","2398 RT 9N #","LAKE GEORGE","NY",12845,"","","2398 RT 9N #
LAKE GEORGE, NY 12845
(43.401758, -73.714124)",17865
"17069","XTRA MART 1479","Columbia","A",2019-03-19,"DRAKE PETROLEUM CO INC","1371 RT23 BOX 320 MARTINDALE","CRARYVILLE","NY",12521,"","","",19794
"17070","XTRA MART 1482","Dutchess","A",2018-04-04,"DRAKE PETROLEUM CO INC","2 W MARKET ST #","RED HOOK","NY",12571,"","","2 W MARKET ST #
RED HOOK, NY 12571
(41.995208, -73.875947)",8400
"17071","XTRA MART 1630","Saratoga","A",2018-03-20,"DRAKE PETROLEUM CO INC","154 S BROADWAY #","SARATOGA SPRINGS","NY",12866,"","","154 S BROADWAY #
SARATOGA SPRINGS, NY 12866
(43.071238, -73.788266)",15966
"17072","XTRA MART 1631","Putnam","A",2019-02-01,"DRAKE PETROLEUM CO INC","486 N MAIN ST #","BREWSTER","NY",10509,"","","486 N MAIN ST #
BREWSTER, NY 10509
(41.397464, -73.619648)",14486
"17073","XTRA MART 1720","Columbia","A",2018-08-13,"DRAKE PETROLEUM CO INC","#3 RT 9H&23 #","CLAVERACK","NY",12513,"","","",3284
"17074","XTRA MART 1730","Columbia","A",2018-03-20,"DRAKE PETROLEUM CO INC","4281 RT 9G PO BOX 479 #","GERMANTOWN","NY",12526,"","","4281 RT 9G PO BOX 479 #
GERMANTOWN, NY 12526
(42.000437, -73.908968)",3840
"17075","XTRA MART 1760","Ulster","B",2018-06-15,"DRAKE PETROLEUM CO INC","3731 RT 9W","HIGHLAND","NY",12528,"04H","-  Equipment cleaning or sanitizing facilities for the firm are inadequate as follows:  warewash sink is soiled and cross utilized as mop sink.","",19045
"17076","XTRA MART 7046","Albany","A",2018-09-17,"DRAKE PETROLEUM CO INC","247 NEW SCOTLAND AVE #","ALBANY","NY",12208,"","","247 NEW SCOTLAND AVE #
ALBANY, NY 12208
(42.653003, -73.785962)",6506
"17077","XTRA MART MOREAU 1478","Saratoga","A",2018-10-16,"DRAKE PETROLEUM CO INC","1403 SARATOGA RD #","FORT EDWARD","NY",12828,"","","1403 SARATOGA RD #
FORT EDWARD, NY 12828
(43.251858, -73.668013)",16900
"17078","XTRAMART #7043","Schenectady","A",2019-02-27,"DRAKE PETROLEUM CO INC","3159 TROY-SCHENECTADY RD #","SCHENECTADY","NY",12309,"","","3159 TROY-SCHENECTADY RD #
SCHENECTADY, NY 12309
(42.77337, -73.825448)",19243
"17079","XV STREET","Rensselaer","A",2018-10-10,"SAS RETAILERS INC","2300 15TH ST","TROY","NY",12180,"","","2300 15TH ST
TROY, NY 12180
(42.736534, -73.675588)",15765
"17080","XYZ SUSHI","New York","C",2018-10-19,"XYZ SUSHI INC","341 3RD AVENUE","NEW YORK","NY",10010,"03D","-  Handwash sink in the men's toilet room lacks hot water.  Temperature at tap is 77*F.","341 3RD AVENUE
NEW YORK, NY 10010
(40.740313, -73.982063)",27100
"17081","Y & B DELI & GROCERY","Queens","A",2019-03-11,"Y & B DELI & GROCERY CORP","110-52 FARMERS BLVD","SAINT ALBANS","NY",11412,"","","110-52 FARMERS BLVD
SAINT ALBANS, NY 11412
(40.702088, -73.765834)",22818
"17082","Y & K MAGAR","Dutchess","A",2018-04-26,"Y & K MAGAR INC","1118 DUTCHESS TURNPIKE","POUGHKEEPSIE","NY",12603,"","","1118 DUTCHESS TURNPIKE
POUGHKEEPSIE, NY 12603
(41.718105, -73.853292)",7826
"17083","Y & L MINI MART","Kings","A",2018-10-10,"Y & L MINI MART INC","259 WYCKOFF AVE","BROOKLYN","NY",11237,"","","259 WYCKOFF AVE
BROOKLYN, NY 11237
(40.70131, -73.914292)",11903
"17084","Y & Z DELI","Queens","A",2019-03-12,"Y & Z DELI CORP","113-02 JAMAICA AVE","RICHMOND HILL","NY",11418,"","","113-02 JAMAICA AVE
RICHMOND HILL, NY 11418
(40.697874, -73.83557)",26963
"17085","Y A NEWSTAND & TOBACCO","Kings","A",2018-05-29,"Y A NEWSTAND & TOBACCO INC","4404 18TH AVE","BROOKLYN","NY",11204,"","","4404 18TH AVE
BROOKLYN, NY 11204
(40.630629, -73.977405)",11339
"17086","Y FISH MARKET","Kings","A",2018-05-01,"KIM YOUNG CHA","316 AVENUE U","BROOKLYN","NY",11223,"","","316 AVENUE U
BROOKLYN, NY 11223
(40.597073, -73.972377)",10728
"17087","Y HILL EXPRESS","Oneida","A",2019-01-24,"BARNES JR, ROBERT G","2344 RT 49","BLOSSVALE","NY",13308,"","","2344 RT 49
BLOSSVALE, NY 13308
(43.231876, -75.731979)",3611
"17088","Y K CHOICE DELICATESSAN","Westchester","A",2019-02-01,"Y K CHOICE DELICATESSANS CORP","102 DRAKE AVE","NEW ROCHELLE","NY",10805,"","","102 DRAKE AVE
NEW ROCHELLE, NY 10805
(40.899974, -73.78716)",18359
"17089","Y&A FOOD","Kings","A",2018-06-15,"Y&A FOOD INC","516 NEW LOTS AVE","BROOKLYN","NY",11207,"","","516 NEW LOTS AVE
BROOKLYN, NY 11207
(40.66358, -73.889144)",11612
"17090","Y&C RIVERDALE FARM","Bronx","A",2018-06-04,"Y&C RIVERDALE FARM CORP","574 W 235TH ST","BRONX","NY",10463,"","","574 W 235TH ST
BRONX, NY 10463
(40.885703, -73.910231)",7151
"17091","Y&D MEAT","Kings","A",2018-11-27,"Y&D MEAT CORP","315 AVENUE M#","BROOKLYN","NY",11230,"","","315 AVENUE M#
BROOKLYN, NY 11230
(40.616714, -73.971838)",3660
"17092","Y&EQUICK STOP","Kings","A",2018-08-28,"Y&EQUICK STOP LLC","356 S 1ST STREET","BROOKLYN","NY",11211,"","","356 S 1ST STREET
BROOKLYN, NY 11211
(40.710602, -73.95271)",11710
"17093","Y&J MINI MART","Erie","A",2018-09-19,"ALGUMAEI MUFEED A","553 E AMHERST ST","BUFFALO","NY",14215,"","","553 E AMHERST ST
BUFFALO, NY 14215
(42.940175, -78.817137)",7872
"17094","Y&R FARM","Kings","A",2018-06-04,"Y&R FARM INC","1033 RUTLAND RD","BROOKLYN","NY",11212,"","","1033 RUTLAND RD
BROOKLYN, NY 11212
(40.663222, -73.925534)",11774
"17095","Y&S DELI GROCERY","Kings","A",2018-09-20,"SALEH SALEH Y","1228 NOSTRAND AVE","BROOKLYN","NY",11225,"","","1228 NOSTRAND AVE
BROOKLYN, NY 11225
(40.65722, -73.950276)",10314
"17096","Y&Y FARM","Kings","A",2018-12-11,"Y&Y FARM CORP","1572 BATH AVE","BROOKLYN","NY",11228,"","","1572 BATH AVE
BROOKLYN, NY 11228
(40.606793, -74.010977)",11888
"17097","Y7M GROCERY & DELI","Kings","A",2018-10-30,"Y&M GROCERY & DELI INC","1111 BRIGHTON BEACH AVE","BROOKLYN","NY",11235,"","","1111 BRIGHTON BEACH AVE
BROOKLYN, NY 11235
(40.577889, -73.956365)",11619
"17098","YAFA NEWSSTAND&DELI","Kings","A",2018-06-11,"YAFA NEWSSTAND&DELI INC","4423 4TH AVE","BROOKLYN","NY",11220,"","","4423 4TH AVE
BROOKLYN, NY 11220
(40.649322, -74.009506)",11146
"17099","YAFAI GROCERY","Bronx","A",2018-11-01,"YAFAI GROCERY INC","1769 PITMAN AVE","BRONX","NY",10466,"","","1769 PITMAN AVE
BRONX, NY 10466
(40.895493, -73.850557)",6914
"17100","YAFFA DELI GROCERY","Bronx","C",2019-02-22,"YAFFA DELI GROCERY CORP","719A LYDIG AVE","BRONX","NY",10462,"04H","- Equipment cleaning or sanitizing facilities for deli area is inadequate as follows: Establishment has a three bay sink where two of them are not in use, one is use for storing empty egg cartons, trash and bowl for scramble eggs, the one in the middle is cluttered with utensils and the third bay has trash and utensils, the three bays are noted soiled and grimy. Warewash sink condition corrected during inspection.","719A LYDIG AVE
BRONX, NY 10462
(40.85448, -73.866828)",27388
"17101","YAFI FRIED CHICKEN DELI","Bronx","A",2019-02-04,"YAFI FRIED CHICKEN DELI & GROCERY","408 E 138TH STREET","BRONX","NY",10454,"","","408 E 138TH STREET
BRONX, NY 10454
(40.808989, -73.922609)",6961
"17102","YAHIR&SISTERS GROCERY","Westchester","A",2019-02-06,"YAHIR&SISTERS GROCERY CORP","165 MCLEAN AVE","YONKERS","NY",10705,"","","165 MCLEAN AVE
YONKERS, NY 10705
(40.915401, -73.889958)",18311
"17103","YALE AVE DELI GROCERY","Westchester","A",2018-08-16,"YALE AVE DELI GROCERY INC","26 YALE AVE","OSSINING","NY",10562,"","","26 YALE AVE
OSSINING, NY 10562
(41.165688, -73.860539)",18727
"17104","YALEXA GROCERY","Dutchess","C",2018-05-18,"VELASQUEZ EDWIN MIGUEL","530 MAIN ST","POUGHKEEPSIE","NY",12601,"04H","-  Equipment cleaning or sanitizing facilities for establishment are inadequate as follows: ware wash sink leaks wastewater across floor under sink and at connection under hand wash sink in kitchen.","530 MAIN ST
POUGHKEEPSIE, NY 12601
(41.700497, -73.91736)",26530
"17105","YAMANYS","Kings","A",2019-02-20,"YAMANYS INC","5418 NEW UTRECHT AVE","BROOKLYN","NY",11219,"","","5418 NEW UTRECHT AVE
BROOKLYN, NY 11219
(40.631953, -73.995356)",23816
"17106","YAMASA DELI GROCERY III","Bronx","B",2019-01-02,"YAMASA DELI&GROCERY III LLC","99 MCCLELLAN ST","BRONX","NY",10452,"04A","Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","99 MCCLELLAN ST
BRONX, NY 10452
(40.833543, -73.920356)",7132
"17107","YAMCO DELI","Kings","C",2018-12-31,"YAMCO DELI INC","167 UTICA AVE","BROOKLYN","NY",11213,"04F","-  10-20 fresh appearing mouse droppings are present in cabinets in the deli food preparation area.  

 -  20-50 intermingled fresh and old appearing mouse droppings are present on floor between wall and reach-in cooler in the retail area.  

 -  5-10 fresh appearing mouse droppings are present on shelves in the rear storage area. No rodent defiled foods observed at the time of inspection.","167 UTICA AVE
BROOKLYN, NY 11213
(40.67313, -73.930711)",19025
"17108","YAN FOOD & GROCERY","Bronx","A",2018-06-06,"YAN FOOD & GROCERY CORP","3945 CARPENTER AVE","BRONX","NY",10466,"","","3945 CARPENTER AVE
BRONX, NY 10466
(40.88791, -73.863784)",6723
"17109","YANCEYS GROCERY","Monroe","A",2018-06-14,"YANCEY QUENTIN","459 LYELL AVE #","ROCHESTER","NY",14606,"","","459 LYELL AVE #
ROCHESTER, NY 14606
(43.164628, -77.639222)",12675
"17110","YANGTZE SUPERMARKET","Kings","A",2019-03-12,"YANGTZE SUPERMARKET INC","4413 8TH AVENUE","BROOKLYN","NY",11220,"","","4413 8TH AVENUE
BROOKLYN, NY 11220
(40.64419, -74.000543)",28277
"17111","YANKEE DELI","New York","A",2018-09-21,"YANKEE DELI INC","647 E 11TH ST","NEW YORK","NY",10009,"","","647 E 11TH ST
NEW YORK, NY 10009
(40.726752, -73.977777)",14111
"17112","YANKEE TWO DELI","New York","C",2018-09-26,"YANKEE TWO DELI INC","122 AVENUE C","NEW YORK","NY",10009,"03D","-  Handwash sink in the bathroom is not provided.","122 AVENUE C
NEW YORK, NY 10009
(40.724556, -73.978501)",23069
"17113","YARANUSH","Westchester","A",2018-11-02,"YARANUSH INC","322 CENTRAL AVE","WHITE PLAINS","NY",10606,"","","322 CENTRAL AVE
WHITE PLAINS, NY 10606
(41.034127, -73.7843)",18526
"17114","YARD OWL CRAFT BREWERY","Ulster","A",2018-04-10,"YARD OWL CRAFT BREWERY INC","19 OSPREY RD","GARDINER","NY",12525,"","","19 OSPREY RD
GARDINER, NY 12525
(41.691478, -74.147337)",18009
"17115","YAS QUICK MART","Rockland","A",2018-06-01,"YAS QUICK MART INC","191 RT 59","SUFFERN","NY",10901,"","","191 RT 59
SUFFERN, NY 10901
(41.112619, -74.117946)",5731
"17116","YASIN ENTERPRISE","Erie","A",2018-06-05,"YASIN ENTERPRISE INC","1044 GRANT ST","BUFFALO","NY",14207,"","","1044 GRANT ST
BUFFALO, NY 14207
(42.940567, -78.891457)",9198
"17117","YASMIN GROCERY","Kings","A",2018-07-31,"YASMIN GROCERY CORP","1436 MYRTLE AVE","BROOKLYN","NY",11237,"","","1436 MYRTLE AVE
BROOKLYN, NY 11237
(40.698916, -73.917324)",11658
"17118","YASMINA DELI","Richmond","A",2019-02-25,"YASMINA DELI INC","19 FORT PL","STATEN ISLAND","NY",10301,"","","19 FORT PL
STATEN ISLAND, NY 10301
(40.641971, -74.078999)",2611
"17119","YASSER DELI","Kings","C",2018-09-19,"YASSER DELI CORP","427 CENTRAL AVE","BROOKLYN","NY",11221,"04F","- One live cockroach is noted on the slicer. 

 - Approximately 8-10 live flies are noted in the deli food processing area including some landing on food contact surfaces of the slicer & cutting board. Management cleaned and sanitized the slicer & cutting board.","427 CENTRAL AVE
BROOKLYN, NY 11221
(40.692512, -73.915361)",1157
"17120","YASSINE HALAL FOOD","Queens","A",2018-05-23,"YASSINE HALAL FOOD CORP","34-05 CRESCENT ST","ASTORIA","NY",11106,"","","34-05 CRESCENT ST
ASTORIA, NY 11106
(40.760717, -73.931027)",5641
"17121","YATES FISH COMPANY","Jefferson","A",2018-09-25,"YATES MATTHEW L","12308 NYSR-12E","CHAUMONT","NY",13622,"","","12308 NYSR-12E
CHAUMONT, NY 13622
(44.064054, -76.125763)",8693
"17122","YAYA TOBACCO SHOP","Kings","A",2019-01-28,"YAYA TOBACCO SHOP CORP","554 86TH STREET","BROOKLYN","NY",11209,"","","554 86TH STREET
BROOKLYN, NY 11209
(40.620622, -74.024775)",11682
"17123","YAZI PETRO-LINE","Ulster","A",2019-01-07,"YAZI PETRO-LINE INC","6337 ROUTE 209","KERHONKSON","NY",12446,"","","6337 ROUTE 209
KERHONKSON, NY 12446
(41.774751, -74.299009)",5261
"17124","YAZI PETROLEUM","Ulster","A",2019-01-03,"YAZI PETROLEUM INC","447 BROADWAY","ULSTER PARK","NY",12487,"","","447 BROADWAY
ULSTER PARK, NY 12487
(41.885749, -73.975819)",17654
"17125","YB MARKET","Kings","A",2018-09-25,"YB MARKET INC","80 7TH AVE","BROOKLYN","NY",11217,"","","80 7TH AVE
BROOKLYN, NY 11217
(40.674943, -73.975123)",11365
"17126","YE OLDE POLKE STORE","Chenango","A",2018-10-04,"YE OLDE POLKE STORE INC","108 CTY RD 33","NORWICH","NY",13815,"","","108 CTY RD 33
NORWICH, NY 13815
(42.515754, -75.508227)",3414
"17127","YEAH PIEROGI","Wyoming","A",2019-01-04,"YEAH PIEROGI LLC","3490 ROUTE 20A #","VARYSBURG","NY",14167,"","","3490 ROUTE 20A #
VARYSBURG, NY 14167
(42.750296, -78.248857)",5092
"17128","YEDELINE DELI & GROCERY","Bronx","A",2018-12-06,"YEDELINE DELI & GROCERY CORP","3601 BAINBRIDGE AVENUE #","BRONX","NY",10467,"","","3601 BAINBRIDGE AVENUE #
BRONX, NY 10467
(40.884778, -73.877598)",7512
"17129","YEDELINE GROCERY","Bronx","A",2018-12-04,"YEDELINE GROCERY CORP","3601 BAINBRIDGE AVENUE","BRONX","NY",10467,"","","3601 BAINBRIDGE AVENUE
BRONX, NY 10467
(40.884778, -73.877598)",27828
"17130","YELLA DELI GROCERY","Bronx","A",2018-03-30,"YELLA DELI GROCERY CORP","1560 E 174TH ST","BRONX","NY",10472,"","","1560 E 174TH ST
BRONX, NY 10472
(40.834013, -73.878068)",6871
"17131","YELLOW BANANA","New York","A",2018-08-21,"YELLOW BANANA DELI CORPORATION","3623 BROADWAY","NEW YORK","NY",10031,"","","3623 BROADWAY
NEW YORK, NY 10031
(40.829231, -73.948534)",14567
"17132","YELLOW MARKET","Kings","A",2018-10-04,"YELLOW MARKET CORP","5812 GLENWOOD RD","BROOKLYN","NY",11234,"","","5812 GLENWOOD RD
BROOKLYN, NY 11234
(40.633614, -73.920154)",11104
"17133","YELLOWSTONE FARM","Queens","C",2019-01-29,"NEW YELLOWSTONE FARM INC","102-01 QUEENS BLVD","FOREST HILLS","NY",11375,"03D","- Produce preparation area lacks a hand wash sink. 

 - Hand wash sink in the restroom lacks hot water. Temperature at the tap measured 49*F.","102-01 QUEENS BLVD
FOREST HILLS, NY 11375
(40.725986, -73.85115)",26110
"17134","YEMAN DISCOUNT DELI","Queens","A",2019-02-28,"YEMAN DISCOUNT DELI CORP","1401 CENTRAL AVENUE","FAR ROCKAWAY","NY",11691,"","","1401 CENTRAL AVENUE
FAR ROCKAWAY, NY 11691
(40.606425, -73.750486)",26353
"17135","YEMEN DELI CORP","Kings","A",2019-01-04,"YEMEN DELI CORP","561 GRAND STREET","BROOKLYN","NY",11211,"","","561 GRAND STREET
BROOKLYN, NY 11211
(40.711145, -73.949131)",11696
"17136","YEMEN GROCERY&DELI","Albany","A",2018-10-09,"YEMEN GROCERY&DELI INC","108B QUAIL ST","ALBANY","NY",12206,"","","108B QUAIL ST
ALBANY, NY 12206
(42.666166, -73.772313)",5122
"17137","YEMEN KING DELI GROCERY","New York","A",2018-11-26,"SAEED ALI A","323 E 108TH ST","NEW YORK","NY",10029,"","","323 E 108TH ST
NEW YORK, NY 10029
(40.791353, -73.940154)",13810
"17138","YEMVILL MINI MART","Saratoga","A",2018-08-31,"YEMVILL MINI MART INC","66 3RD STREET","WATERFORD","NY",12188,"","","66 3RD STREET
WATERFORD, NY 12188
(42.791335, -73.677539)",16630
"17139","YEMYEM SMOKESHOP & DELI","Rensselaer","A",2018-04-19,"YEMYEM SMOKESHOP & DELI INC","70 CONGRESS ST","TROY","NY",12180,"","","70 CONGRESS ST
TROY, NY 12180
(42.728832, -73.691039)",15468
"17140","YENIDE DELI GROCERY","Bronx","A",2018-04-05,"ALANIS DELI GROCERY CORP","2563-2565 GRAND CONCOURSE","BRONX","NY",10468,"","","2563-2565 GRAND CONCOURSE
BRONX, NY 10468
(40.863985, -73.896198)",3228
"17141","YES INTERNATIONAL TRADI","Kings","A",2018-12-05,"YES INTERNATIONAL TRADING INC","6206 11TH AVE","BROOKLYN","NY",11219,"","","6206 11TH AVE
BROOKLYN, NY 11219
(40.630325, -74.004169)",12372
"17142","YESSE DELI GROCERY","Kings","A",2018-09-06,"YESSE DELI GROCERY INC","4002 3RD AVE","BROOKLYN","NY",11232,"","","4002 3RD AVE
BROOKLYN, NY 11232
(40.653263, -74.009028)",11814
"17143","YGRW","Queens","A",2018-07-27,"YGRW LLC","3511 DITMARS BLVD","ASTORIA","NY",11105,"","","3511 DITMARS BLVD
ASTORIA, NY 11105
(40.774595, -73.908526)",15504
"17144","YH FISH HOOK","Kings","B",2019-03-07,"YH FISH HOOK INC","359 COURT STREET","BROOKLYN","NY",11231,"04A","Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","359 COURT STREET
BROOKLYN, NY 11231
(40.681861, -73.996142)",28196
"17145","YIDELS SHOPPING CART","Kings","A",2018-08-20,"YIDEL'S FRESH FOOD STATION LLC","4921 12TH AVE","BROOKLYN","NY",11219,"","","4921 12TH AVE
BROOKLYN, NY 11219
(40.635926, -73.994753)",11356
"17146","YJH","Suffolk","A",2018-05-30,"YJH CORP","212 WALL ST #A","HUNTINGTON","NY",11743,"","","212 WALL ST #A
HUNTINGTON, NY 11743
(40.878722, -73.425379)",17656
"17147","YMJ EXPRESS","New York","A",2018-06-22,"YMJ EXPRESS LLC","197 B MADISON STREET #","NEW YORK","NY",10002,"","","197 B MADISON STREET #
NEW YORK, NY 10002
(40.712621, -73.990287)",14699
"17148","YOEMY DELI GROCERY","Kings","C",2018-12-10,"ORTIZ VILMA","86 LEWIS AVE","BROOKLYN","NY",11206,"03D","-  Hand wash sink in empanada frying/processing area is not provided. Said area is in the rear storage area. Closet hand wash sink is located approximately 25 feet away in the deli food preparation area. Management instructed to install a hand wash sink or move equipment to deli area where hand washing sink is available.","86 LEWIS AVE
BROOKLYN, NY 11206
(40.694295, -73.937305)",27044
"17149","YOGI 1672","New York","A",2018-08-07,"YOGI 1672 CORP","1672 YORK AVE","NEW YORK","NY",10128,"","","1672 YORK AVE
NEW YORK, NY 10128
(40.77713, -73.946251)",15262
"17150","YOGI BEAR AT JELLY STON","Otsego","A",2018-06-19,"MB CAMPGROUND INC","111 E TURTLE LAKE RD CO RT 17","GARRATTSVILLE","NY",13342,"","","",14498
"17151","YOGI CONVENIENCE","Queens","A",2018-11-26,"DEV TRADING CORP","41-11 GREENPOINT AVE","SUNNYSIDE","NY",11104,"","","41-11 GREENPOINT AVE
SUNNYSIDE, NY 11104
(40.740152, -73.923681)",4715
"17152","YOGI FOOD MART","Schoharie","A",2019-01-24,"YOGI FOOD MART INC","3578 HIGHWAY ROUTE 20","SLOANSVILLE","NY",12160,"","","3578 HIGHWAY ROUTE 20
SLOANSVILLE, NY 12160
(42.757114, -74.331011)",5632
"17153","YOHANS DELI AND GROCERY","Bronx","A",2018-12-28,"GUERRERO ARENAS JOSUE","5995 RIVERDALE AVE","BRONX","NY",10471,"","","5995 RIVERDALE AVE
BRONX, NY 10471
(40.908382, -73.903695)",6501
"17154","YONG FA SUPERMARKET","Queens","A",2018-06-04,"YONG FA SUPERMARKET INC","59-11 MAIN ST","FLUSHING","NY",11355,"","","59-11 MAIN ST
FLUSHING, NY 11355
(40.7433, -73.825529)",5415
"17155","YONKERS FARM WHOLESALE","Westchester","A",2019-03-08,"JANG'S FARM INC","1101 YONKERS AVE","YONKERS","NY",10704,"","","1101 YONKERS AVE
YONKERS, NY 10704
(40.913501, -73.855878)",27849
"17156","YONKERS GROCERY&CONV ST","Westchester","A",2019-02-05,"YONKERS GROCERY&CONV STORE INC","795 YONKERS AVE","YONKERS","NY",10704,"","","795 YONKERS AVE
YONKERS, NY 10704
(40.922066, -73.863303)",18326
"17157","YONKERS MIASARNIA","Westchester","A",2019-02-14,"KIELBASY KING INC","39 LOCKWOOD AVE","YONKERS","NY",10701,"","","39 LOCKWOOD AVE
YONKERS, NY 10701
(40.947753, -73.87427)",21252
"17158","YONKERS WHLSL DST BR&SD","Westchester","A",2018-11-28,"YONKERS WHOLESALE DIST INC","424 RIVERDALE AVE","YONKERS","NY",10705,"","","424 RIVERDALE AVE
YONKERS, NY 10705
(40.917738, -73.901518)",18082
"17159","YONY P DELI","Kings","A",2018-09-17,"YONY P DELI CORP","554 DEKALB AVENUE","BROOKLYN","NY",11205,"","","554 DEKALB AVENUE
BROOKLYN, NY 11205
(40.691047, -73.954196)",11285
"17160","YOONS FISH MARKET","Bronx","A",2018-10-05,"LEE YOON BEON","79 W KINGSBRIDGE RD","BRONX","NY",10468,"","","79 W KINGSBRIDGE RD
BRONX, NY 10468
(40.868138, -73.900459)",5836
"17161","YOONS MARKET","Kings","A",2018-05-18,"WHANG SOON AE","812 FRANKLIN AVE","BROOKLYN","NY",11225,"","","812 FRANKLIN AVE
BROOKLYN, NY 11225
(40.670113, -73.958164)",11090
"17162","YORK DELI","New York","A",2018-09-26,"79 GOURMET DELI INC","1492 YORK AVENUE STORE 7","NEW YORK","NY",10075,"","","1492 YORK AVENUE STORE 7
NEW YORK, NY 10075
(40.771232, -73.950557)",13076
"17163","YORKK FOOD & CONV STORE","New York","A",2018-11-06,"YORKK DELI & GROCERY INC","1661 YORK AVE","NEW YORK","NY",10128,"","","1661 YORK AVE
NEW YORK, NY 10128
(40.776797, -73.946489)",14720
